Title:
Authors:
Table:
================================================================================
Byte-by-byte Description of file: table.dat
--------------------------------------------------------------------------------
 Bytes Format Units  Label     Explanations
--------------------------------------------------------------------------------
 1-13  E13.8  m      wavelength [0.0/0.01] Description of wavelength
15-27  E13.8  ---    efficiency Description of efficiency           
--------------------------------------------------------------------------------
Notes:
--------------------------------------------------------------------------------
2.0000000e-07 0.0000000e+00
2.5000000e-07 0.0000000e+00
3.0000000e-07 1.9720000e-01
3.0800000e-07 7.7514800e+01
3.4000000e-07 9.3491100e+01
3.7100000e-07 9.7435900e+01
4.1500000e-07 1.0000000e+02
5.4500000e-07 1.0000000e+02
6.0000000e-07 1.0000000e+02
6.9900000e-07 1.0000000e+02
7.0100000e-07 9.9604700e+01
7.0400000e-07 1.0000000e+02
7.1200000e-07 1.0000000e+02
7.1800000e-07 9.9011900e+01
7.2400000e-07 1.0000000e+02
7.4100000e-07 1.0000000e+02
7.4700000e-07 9.9407100e+01
7.6000000e-07 1.0000000e+02
7.7000000e-07 9.9407100e+01
7.8300000e-07 1.0000000e+02
7.9500000e-07 9.9209500e+01
8.1400000e-07 9.9604700e+01
8.1800000e-07 9.8616600e+01
8.2000000e-07 9.6245100e+01
8.2300000e-07 8.4980200e+01
8.2500000e-07 7.6877500e+01
8.2800000e-07 7.7075100e+01
8.3000000e-07 7.9446600e+01
8.3100000e-07 8.0830000e+01
8.3400000e-07 7.9051400e+01
8.3600000e-07 7.5098800e+01
8.3800000e-07 6.6007900e+01
8.4100000e-07 6.2055300e+01
8.4400000e-07 6.0869600e+01
8.4800000e-07 4.8814200e+01
8.5100000e-07 5.1383400e+01
8.5300000e-07 5.3754900e+01
8.5600000e-07 4.9011900e+01
8.5900000e-07 3.9328100e+01
8.6100000e-07 2.7075100e+01
8.6300000e-07 2.0948600e+01
8.6600000e-07 1.7786600e+01
8.7000000e-07 2.2134400e+01
8.7300000e-07 2.3320200e+01
8.7500000e-07 2.2727300e+01
8.8000000e-07 1.4426900e+01
8.8400000e-07 6.1265000e+00
8.9000000e-07 3.7549000e+00
8.9600000e-07 4.3478000e+00
9.0400000e-07 3.3597000e+00
9.1500000e-07 4.5455000e+00
9.2400000e-07 3.5573000e+00
9.3400000e-07 4.9407000e+00
9.4500000e-07 3.7549000e+00
9.5600000e-07 4.5455000e+00
9.6900000e-07 3.5573000e+00
9.8100000e-07 4.3478000e+00
1.0750000e-06 4.1420000e+00
1.1690000e-06 4.3393000e+00
1.3830000e-06 4.5365000e+00
1.6230000e-06 4.1420000e+00
1.8770000e-06 3.5503000e+00
2.2790000e-06 3.3531000e+00
2.6800000e-06 2.9586000e+00
2.8980000e-06 3.1558000e+00
3.0680000e-06 2.7613000e+00
3.1790000e-06 2.3669000e+00
3.3040000e-06 2.7613000e+00
3.4910000e-06 1.9724000e+00
3.6340000e-06 2.5641000e+00
3.8160000e-06 1.7751000e+00
4.0530000e-06 2.1696000e+00
4.1910000e-06 9.8620000e-01
4.2800000e-06 2.7613000e+00
4.3290000e-06 7.2978000e+00
4.3690000e-06 1.2426000e+01
4.4270000e-06 2.2090700e+01
4.5030000e-06 3.4911200e+01
4.6010000e-06 5.0493100e+01
4.6950000e-06 6.0355000e+01
4.8020000e-06 6.6075000e+01
4.9350000e-06 6.8244600e+01
5.0110000e-06 6.7850100e+01
6.0000000e-06 0.0000000e+00
6.5000000e-06 0.0000000e+00
