Title:
Authors:
Table:
================================================================================
Byte-by-byte Description of file: table.dat
--------------------------------------------------------------------------------
 Bytes Format Units  Label     Explanations
--------------------------------------------------------------------------------
  1- 13  E13.8  m      wavelength  [0.0/0.01] Description of wavelength
 15- 27  E13.8  ---    za0_pwv0.5  [0.0/1.0] Description of za0_pwv0.5 
 29- 41  E13.8  ---    za0_pwv1.0  [0.0/1.0] Description of za0_pwv1.0 
 43- 55  E13.8  ---    za0_pwv2.0  [0.0/1.0] Description of za0_pwv2.0 
 57- 69  E13.8  ---    za0_pwv3.0  [0.0/1.0] Description of za0_pwv3.0 
 71- 83  E13.8  ---    za30_pwv0.5 [0.0/1.0] Description of za30_pwv0.5
 85- 97  E13.8  ---    za30_pwv1.0 [0.0/1.0] Description of za30_pwv1.0
 99-111  E13.8  ---    za30_pwv2.0 [0.0/1.0] Description of za30_pwv2.0
113-125  E13.8  ---    za30_pwv3.0 [0.0/1.0] Description of za30_pwv3.0
127-139  E13.8  ---    za45_pwv0.5 [0.0/1.0] Description of za45_pwv0.5
141-153  E13.8  ---    za45_pwv1.0 [0.0/1.0] Description of za45_pwv1.0
155-167  E13.8  ---    za45_pwv2.0 [0.0/1.0] Description of za45_pwv2.0
169-181  E13.8  ---    za45_pwv3.0 [0.0/1.0] Description of za45_pwv3.0
183-195  E13.8  ---    za60_pwv0.5 [0.0/1.0] Description of za60_pwv0.5
197-209  E13.8  ---    za60_pwv1.0 [0.0/1.0] Description of za60_pwv1.0
211-223  E13.8  ---    za60_pwv2.0 [0.0/1.0] Description of za60_pwv2.0
225-237  E13.8  ---    za60_pwv3.0 [0.0/1.0] Description of za60_pwv3.0
--------------------------------------------------------------------------------
Notes:
--------------------------------------------------------------------------------
3.0000000e-07 4.6260500e-02 4.6250300e-02 4.6230000e-02 4.6209900e-02 4.6254800e-02 2.8844900e-02 2.8830300e-02 2.8815900e-02 1.3112100e-02 1.3108100e-02 1.3100000e-02 1.3092000e-02 2.2536400e-03 2.2526600e-03 2.2507100e-03 2.2487800e-03
3.0030000e-07 5.0665600e-02 5.0654700e-02 5.0633000e-02 5.0611500e-02 5.0659200e-02 3.2035900e-02 3.2020100e-02 3.2004400e-02 1.4906000e-02 1.4901500e-02 1.4892500e-02 1.4883600e-02 2.6986100e-03 2.6974700e-03 2.6951900e-03 2.6929300e-03
3.0060030e-07 5.5113800e-02 5.5102200e-02 5.5079100e-02 5.5056200e-02 5.5106700e-02 3.5301700e-02 3.5284600e-02 3.5267700e-02 1.6783500e-02 1.6778500e-02 1.6768600e-02 1.6758800e-02 3.1882000e-03 3.1868800e-03 3.1842400e-03 3.1816300e-03
3.0090090e-07 6.1378500e-02 6.1366000e-02 6.1340900e-02 6.1316100e-02 6.1370500e-02 3.9969600e-02 3.9950800e-02 3.9932200e-02 1.9534100e-02 1.9528500e-02 1.9517200e-02 1.9506100e-02 3.9461000e-03 3.9445100e-03 3.9413300e-03 3.9381900e-03
3.0120180e-07 7.0543100e-02 7.0529300e-02 7.0501500e-02 7.0474000e-02 7.0533600e-02 4.6929600e-02 4.6908300e-02 4.6887200e-02 2.3767900e-02 2.3761400e-02 2.3748200e-02 2.3735200e-02 5.1987000e-03 5.1966800e-03 5.1926400e-03 5.1886400e-03
3.0150300e-07 7.7188300e-02 7.7173400e-02 7.7143800e-02 7.7114400e-02 7.7177700e-02 5.2064900e-02 5.2041800e-02 5.2019000e-02 2.6983800e-02 2.6976600e-02 2.6961900e-02 2.6947500e-02 6.2135400e-03 6.2111800e-03 6.2064600e-03 6.2018000e-03
3.0180451e-07 8.1850600e-02 8.1835200e-02 8.1804300e-02 8.1773700e-02 8.1839300e-02 5.5709200e-02 5.5684900e-02 5.5661000e-02 2.9309700e-02 2.9301900e-02 2.9286300e-02 2.9270900e-02 6.9791700e-03 6.9765800e-03 6.9713700e-03 6.9662300e-03
3.0210631e-07 8.6077200e-02 8.6061300e-02 8.6029300e-02 8.5997600e-02 8.6065300e-02 5.9040600e-02 5.9015300e-02 5.8990200e-02 3.1465700e-02 3.1457400e-02 3.1441000e-02 3.1424700e-02 7.7112500e-03 7.7084300e-03 7.7027600e-03 7.6971700e-03
3.0240842e-07 9.3302000e-02 9.3285100e-02 9.3251200e-02 9.3217700e-02 9.3288900e-02 6.4793000e-02 6.4765900e-02 6.4739100e-02 3.5252000e-02 3.5243000e-02 3.5224900e-02 3.5207100e-02 9.0465100e-03 9.0432700e-03 9.0367800e-03 9.0303700e-03
3.0271083e-07 1.0348600e-01 1.0346800e-01 1.0343200e-01 1.0339600e-01 1.0347100e-01 7.3017500e-02 7.2987800e-02 7.2958500e-02 4.0795000e-02 4.0784900e-02 4.0764700e-02 4.0744700e-02 1.1107300e-02 1.1103400e-02 1.1095700e-02 1.1088000e-02
3.0301354e-07 1.1507400e-01 1.1505400e-01 1.1501500e-01 1.1497600e-01 1.1505700e-01 8.2527400e-02 8.2495000e-02 8.2463000e-02 4.7379100e-02 4.7367700e-02 4.7345000e-02 4.7322600e-02 1.3706400e-02 1.3701800e-02 1.3692600e-02 1.3683500e-02
3.0331655e-07 1.2363100e-01 1.2361100e-01 1.2357000e-01 1.2352900e-01 1.2361300e-01 8.9646500e-02 8.9612100e-02 8.9578100e-02 5.2420600e-02 5.2408400e-02 5.2383800e-02 5.2359500e-02 1.5799400e-02 1.5794200e-02 1.5783800e-02 1.5773600e-02
3.0361987e-07 1.2989900e-01 1.2987800e-01 1.2983500e-01 1.2979300e-01 1.2988000e-01 9.4909300e-02 9.4873500e-02 9.4838100e-02 5.6205800e-02 5.6192800e-02 5.6167000e-02 5.6141400e-02 1.7426000e-02 1.7420400e-02 1.7409100e-02 1.7398000e-02
3.0392349e-07 1.3333300e-01 1.3331200e-01 1.3326800e-01 1.3322600e-01 1.3331300e-01 9.7809500e-02 9.7773000e-02 9.7736900e-02 5.8311900e-02 5.8298700e-02 5.8272100e-02 5.8245800e-02 1.8350800e-02 1.8344900e-02 1.8333200e-02 1.8321600e-02
3.0422741e-07 1.3901500e-01 1.3899300e-01 1.3894800e-01 1.3890500e-01 1.3899400e-01 1.0263300e-01 1.0259500e-01 1.0255800e-01 6.1845400e-02 6.1831500e-02 6.1803700e-02 6.1776200e-02 1.9932600e-02 1.9926300e-02 1.9913800e-02 1.9901400e-02
3.0453164e-07 1.4985700e-01 1.4983400e-01 1.4978800e-01 1.4974200e-01 1.4983500e-01 1.1192100e-01 1.1188100e-01 1.1184100e-01 6.8752400e-02 6.8737400e-02 6.8707300e-02 6.8677500e-02 2.3130400e-02 2.3123300e-02 2.3109100e-02 2.3095000e-02
3.0483617e-07 1.6356200e-01 1.6353800e-01 1.6348800e-01 1.6344000e-01 1.6353700e-01 1.2380900e-01 1.2376600e-01 1.2372300e-01 7.7779200e-02 7.7762700e-02 7.7729700e-02 7.7697100e-02 2.7508900e-02 2.7500800e-02 2.7484400e-02 2.7468200e-02
3.0514100e-07 1.7852300e-01 1.7849700e-01 1.7844500e-01 1.7839300e-01 1.7849500e-01 1.3696100e-01 1.3691500e-01 1.3687000e-01 8.7992800e-02 8.7974700e-02 8.7938600e-02 8.7902800e-02 3.2717200e-02 3.2707800e-02 3.2688900e-02 3.2670300e-02
