# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Fri Feb 16 10:32:34 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
3.000000000e-01 2.88159e-02 9.99999e-01 9.99999e-01 5.52002e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.22024e-01 9.99999e-01
3.003000000e-01 3.20044e-02 9.99999e-01 9.99999e-01 6.11493e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.23380e-01 9.99999e-01
3.006003000e-01 3.52677e-02 9.99998e-01 9.99999e-01 6.72105e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.24734e-01 9.99999e-01
3.009009003e-01 3.99322e-02 9.99998e-01 9.99999e-01 7.59042e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.26086e-01 9.99999e-01
3.012018012e-01 4.68872e-02 9.99998e-01 9.99999e-01 8.88965e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.27436e-01 9.99999e-01
3.015030030e-01 5.20190e-02 9.99997e-01 9.99999e-01 9.83749e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.28784e-01 9.99999e-01
3.018045060e-01 5.56610e-02 9.99998e-01 9.99999e-01 1.04995e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.30130e-01 9.99999e-01
3.021063105e-01 5.89902e-02 9.99998e-01 9.99999e-01 1.10994e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.31474e-01 9.99999e-01
3.024084168e-01 6.47391e-02 9.99998e-01 9.99999e-01 1.21504e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.32816e-01 9.99999e-01
3.027108252e-01 7.29585e-02 9.99998e-01 9.99999e-01 1.36586e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.34156e-01 9.99999e-01
3.030135361e-01 8.24630e-02 9.99998e-01 9.99999e-01 1.53994e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.35495e-01 9.99999e-01
3.033165496e-01 8.95781e-02 9.99999e-01 9.99999e-01 1.66865e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.36831e-01 9.99999e-01
