# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Fri Feb 16 10:26:57 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
3.000000000e-01 4.62300e-02 9.99999e-01 9.99999e-01 8.11740e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.69517e-01 9.99999e-01
3.003000000e-01 5.06330e-02 9.99999e-01 9.99999e-01 8.87055e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.70798e-01 9.99999e-01
3.006003000e-01 5.50791e-02 9.99999e-01 9.99999e-01 9.62791e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.72076e-01 9.99999e-01
3.009009003e-01 6.13409e-02 9.99998e-01 9.99999e-01 1.06986e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.73353e-01 9.99999e-01
3.012018012e-01 7.05015e-02 9.99999e-01 9.99999e-01 1.22691e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.74627e-01 9.99999e-01
3.015030030e-01 7.71438e-02 9.99998e-01 9.99999e-01 1.33954e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.75898e-01 9.99999e-01
3.018045060e-01 8.18043e-02 9.99998e-01 9.99999e-01 1.41734e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.77168e-01 9.99999e-01
3.021063105e-01 8.60293e-02 9.99998e-01 9.99999e-01 1.48728e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.78435e-01 9.99999e-01
3.024084168e-01 9.32512e-02 9.99998e-01 9.99999e-01 1.60861e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.79700e-01 9.99999e-01
3.027108252e-01 1.03432e-01 9.99999e-01 9.99999e-01 1.78035e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.80962e-01 9.99999e-01
3.030135361e-01 1.15015e-01 9.99999e-01 9.99999e-01 1.97545e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.82222e-01 9.99999e-01
3.033165496e-01 1.23570e-01 9.99999e-01 9.99999e-01 2.11780e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.83480e-01 9.99999e-01
3.036198661e-01 1.29835e-01 9.99999e-01 9.99999e-01 2.22041e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.84736e-01 9.99999e-01
3.039234860e-01 1.33268e-01 9.99999e-01 9.99999e-01 2.27425e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.85989e-01 9.99999e-01
3.042274095e-01 1.38948e-01 9.99999e-01 9.99999e-01 2.36612e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.87240e-01 9.99999e-01
3.045316369e-01 1.49788e-01 9.99999e-01 9.99999e-01 2.54529e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.88489e-01 9.99999e-01
3.048361685e-01 1.63488e-01 9.99999e-01 9.99999e-01 2.77223e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.89735e-01 9.99999e-01
3.051410047e-01 1.78445e-01 9.99999e-01 9.99999e-01 3.01947e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.90979e-01 9.99999e-01
3.054461457e-01 1.90180e-01 9.99999e-01 9.99999e-01 3.21129e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.92220e-01 9.99999e-01
3.057515919e-01 1.93881e-01 9.99999e-01 9.99999e-01 3.26696e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.93460e-01 9.99999e-01
3.060573435e-01 1.99484e-01 9.99999e-01 9.99999e-01 3.35438e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.94696e-01 9.99999e-01
3.063634008e-01 2.02234e-01 9.99999e-01 9.99999e-01 3.39357e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.95931e-01 9.99999e-01
3.066697642e-01 2.15154e-01 9.99999e-01 9.99999e-01 3.60294e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.97163e-01 9.99999e-01
3.069764340e-01 2.28718e-01 9.99999e-01 9.99999e-01 3.82221e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.98393e-01 9.99999e-01
3.072834104e-01 2.47589e-01 9.99999e-01 9.99999e-01 4.12910e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.99620e-01 9.99999e-01
3.075906938e-01 2.61107e-01 9.99999e-01 9.99999e-01 4.34565e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.00845e-01 9.99999e-01
3.078982845e-01 2.65227e-01 9.99999e-01 9.99999e-01 4.40527e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.02067e-01 9.99999e-01
3.082061828e-01 2.66490e-01 9.99999e-01 9.99999e-01 4.41729e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.03288e-01 9.99999e-01
3.085143890e-01 2.78944e-01 9.99999e-01 9.99999e-01 4.61441e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.04505e-01 9.99999e-01
3.088229034e-01 2.81553e-01 9.99999e-01 9.99999e-01 4.64823e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.05721e-01 9.99999e-01
3.091317263e-01 2.90574e-01 9.99999e-01 9.99999e-01 4.78757e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.06933e-01 9.99999e-01
3.094408580e-01 3.08991e-01 9.99999e-01 9.99999e-01 5.08089e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.08144e-01 9.99999e-01
3.097502988e-01 3.31223e-01 9.99999e-01 9.99999e-01 5.43566e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.09352e-01 9.99999e-01
3.100600491e-01 3.36136e-01 9.99999e-01 9.99999e-01 5.50540e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.10557e-01 9.99999e-01
3.103701092e-01 3.36350e-01 9.99998e-01 9.99999e-01 5.49807e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.11760e-01 9.99999e-01
3.106804793e-01 3.47586e-01 9.99998e-01 9.99999e-01 5.67060e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.12961e-01 9.99999e-01
3.109911598e-01 3.55415e-01 9.99998e-01 9.99999e-01 5.78701e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.14159e-01 9.99999e-01
3.113021509e-01 3.58037e-01 9.99999e-01 9.99999e-01 5.81837e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.15355e-01 9.99999e-01
3.116134531e-01 3.63095e-01 9.99998e-01 9.99999e-01 5.88915e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.16549e-01 9.99999e-01
3.119250665e-01 3.82997e-01 9.99998e-01 9.99999e-01 6.19997e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.17739e-01 9.99999e-01
3.122369916e-01 3.96324e-01 9.99998e-01 9.99999e-01 6.40339e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.18928e-01 9.99999e-01
3.125492286e-01 4.07313e-01 9.99995e-01 9.99999e-01 6.56838e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.20114e-01 9.99999e-01
3.128617778e-01 4.16755e-01 9.99997e-01 9.99999e-01 6.70782e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.21297e-01 9.99999e-01
3.131746396e-01 4.20495e-01 9.99995e-01 9.99999e-01 6.75520e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.22478e-01 9.99999e-01
3.134878143e-01 4.11638e-01 9.99996e-01 9.99999e-01 6.60040e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.23657e-01 9.99999e-01
3.138013021e-01 4.18233e-01 9.99996e-01 9.99999e-01 6.69354e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.24833e-01 9.99999e-01
3.141151034e-01 4.37074e-01 9.99996e-01 9.99999e-01 6.98195e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 6.26006e-01 9.99999e-01
