# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Fri Feb 16 09:01:17 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
3.000000000e-01 4.62605e-02 9.99999e-01 9.99999e-01 8.12056e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.69671e-01 9.99999e-01
3.003000000e-01 5.06656e-02 9.99999e-01 9.99999e-01 8.87388e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.70952e-01 9.99999e-01
3.006003000e-01 5.51138e-02 9.99999e-01 9.99999e-01 9.63140e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.72230e-01 9.99999e-01
3.009009003e-01 6.13785e-02 9.99999e-01 9.99999e-01 1.07023e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.73506e-01 9.99999e-01
3.012018012e-01 7.05431e-02 9.99999e-01 9.99999e-01 1.22731e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.74779e-01 9.99999e-01
3.015030030e-01 7.71883e-02 9.99999e-01 9.99999e-01 1.33995e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.76051e-01 9.99999e-01
3.018045060e-01 8.18506e-02 9.99999e-01 9.99999e-01 1.41777e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.77320e-01 9.99999e-01
3.021063105e-01 8.60772e-02 9.99999e-01 9.99999e-01 1.48771e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.78587e-01 9.99999e-01
3.024084168e-01 9.33020e-02 9.99999e-01 9.99999e-01 1.60907e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.79851e-01 9.99999e-01
3.027108252e-01 1.03486e-01 9.99999e-01 9.99999e-01 1.78082e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 5.81114e-01 9.99999e-01
