# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Fri Feb 16 10:40:18 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2 Rayleigh CIA
3.000000000e-01 2.25071e-03 9.99998e-01 9.99999e-01 6.91531e-03 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.25467e-01 9.99999e-01
3.003000000e-01 2.69519e-03 9.99999e-01 9.99999e-01 8.24396e-03 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.26928e-01 9.99999e-01
3.006003000e-01 3.18424e-03 9.99998e-01 9.99999e-01 9.69651e-03 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.28390e-01 9.99999e-01
3.009009003e-01 3.94133e-03 9.99998e-01 9.99999e-01 1.19488e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.29852e-01 9.99999e-01
3.012018012e-01 5.19264e-03 9.99998e-01 9.99999e-01 1.56728e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.31315e-01 9.99999e-01
3.015030030e-01 6.20646e-03 9.99996e-01 9.99999e-01 1.86504e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.32779e-01 9.99999e-01
3.018045060e-01 6.97137e-03 9.99998e-01 9.99999e-01 2.08572e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.34243e-01 9.99999e-01
3.021063105e-01 7.70276e-03 9.99998e-01 9.99999e-01 2.29448e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.35708e-01 9.99999e-01
3.024084168e-01 9.03678e-03 9.99998e-01 9.99999e-01 2.68016e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.37173e-01 9.99999e-01
3.027108252e-01 1.10957e-02 9.99998e-01 9.99999e-01 3.27655e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.38639e-01 9.99999e-01
3.030135361e-01 1.36926e-02 9.99998e-01 9.99999e-01 4.02600e-02 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 9.99999e-01 3.40105e-01 9.99999e-01
